OBJECTID,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,description,frequency_mhz,runway_length_ft,runway_width_ft,runway_surface,runway_lighted,runway_closed,x,y
41305,4746,MMPS,medium_airport,Aeropuerto Internacional de Puerto Escondido,15.874859,-97.091868,294.0,,MX,MX-OAX,Puerto Escondido,yes,MMPS,PXM,P1M,,https://en.wikipedia.org/wiki/Puerto_Escondido_International_Airport,,ESCONDIDO TWR,118.9,7546.0,148.0,ASP,1.0,0.0,-10808217.3059,1790235.2619
41306,4747,MMQT,medium_airport,Querétaro Intercontinental Airport,20.6173,-100.185997,6296.0,,MX,MX-QUE,Querétaro,yes,MMQT,QRO,QET,http://www.aiq.com.mx/,https://en.wikipedia.org/wiki/Quer%C3%A9taro_International_Airport,,TWR,118.95,11483.0,148.0,CON,1.0,0.0,-11152654.1707,2346303.7647
41307,4748,MMRX,medium_airport,General Lucio Blanco International Airport,26.0089,-98.2285,139.0,,MX,MX-TAM,Reynosa,yes,MMRX,REX,REI,,https://en.wikipedia.org/wiki/General_Lucio_Blanco_International_Airport,,REYNOSA APP/TWR,118.8,6243.0,148.0,ASP,1.0,0.0,-10934746.6014,3000183.2883
41309,4750,MMSD,large_airport,Los Cabos International Airport.,23.151919,-109.720731,374.0,,MX,MX-BCS,San José del Cabo,yes,MMSD,SJD,,https://www.loscabosairport.com/,https://en.wikipedia.org/wiki/Los_Cabos_International_Airport,,SAN JOSE APP,120.9,9843.0,148.0,ASP,1.0,0.0,-12214055.9044,2650401.0389
41310,4751,MMSF,large_airport,Aeropuerto Internacional San Felipe,30.931996,-114.80847,148.0,,MX,MX-BCN,Mexicali,no,MMSF,SFH,SFE,,https://en.wikipedia.org/wiki/San_Felipe_International_Airport,,FELIPE TWR,118.5,4921.0,98.0,ASP,1.0,0.0,-12780420.4192,3623920.6751
41312,4752,MMSP,medium_airport,Ponciano Arriaga International Airport,22.2542991638,-100.930999756,6035.0,,MX,MX-SLP,San Luis Potosí,yes,MMSP,SLP,,,https://en.wikipedia.org/wiki/Ponciano_Arriaga_International_Airport,Estafeta,POTOSI APP/TWR,118.9,3259.0,98.0,ASP,0.0,0.0,-11235587.4981,2542084.3935
41314,4755,MMTC,medium_airport,Francisco Sarabia Tinoco International Airport,25.5683,-103.411003,3688.0,,MX,MX-COA,Torreón,yes,MMTC,TRC,,,https://en.wikipedia.org/wiki/Francisco_Sarabia_International_Airport,,APP,119.5,4813.0,98.0,ASP,0.0,0.0,-11511660.1964,2945710.5501
41315,4757,MMTJ,large_airport,Aeropuerto Internacional Gral. Abelardo Rodriguez,32.545963,-116.975856,489.0,,MX,MX-BCN,Ciudad de Tijuana,yes,MMTJ,TIJ,,http://aeropuertosgap.com.mx/english/airports/tijuana-airport,https://en.wikipedia.org/wiki/General_Abelardo_L._Rodr%C3%ADguez_International_Airport,,TIJUANA APP,119.5,9711.0,144.0,CON,1.0,0.0,-13021692.725,3835192.0586
41316,4758,MMTM,medium_airport,General Francisco Javier Mina International Airport,22.2964000702,-97.8658981323,80.0,,MX,MX-TAM,Tampico,yes,MMTM,TAM,,,https://en.wikipedia.org/wiki/General_Francisco_Javier_Mina_International_Airport,,TAMPICO APP,120.3,3937.0,98.0,ASP,0.0,0.0,-10894381.9461,2547149.0022
41317,4760,MMTO,large_airport,Adolfo López Mateos International Airport,19.3369,-99.56583,8466.0,,MX,MX-MEX,Toluca,yes,MMTO,TLC,,,https://en.wikipedia.org/wiki/Lic._Adolfo_L%C3%B3pez_Mateos_International_Airport,Aeropuerto Internacional Adolfo López Mateos,TOLUCA APP,128.9,13780.0,148.0,ASP,1.0,0.0,-11083617.496,2194640.8677
41318,4761,MMTP,medium_airport,Aeropuerto Internacional de Tapachula,14.790371,-92.36883,97.0,,MX,MX-CHP,Tapachula,yes,MMTP,TAP,,http://www.asur.com.mx/asur/Ingles/aeropuertos/tapachula/tapachula.asp,https://en.wikipedia.org/wiki/Tapachula_International_Airport,,TWR,118.2,6562.0,148.0,ASP,1.0,0.0,-10282451.1208,1665052.929
41319,4762,MMUN,large_airport,Aeropuerto Internacional de Cancún,21.039444,-86.874304,22.0,,MX,MX-ROO,Ciudad de Cancún,yes,MMUN,CUN,,http://www.asur.com.mx/asur/ingles/aeropuertos/cancun/cancun.asp,https://en.wikipedia.org/wiki/Canc%C3%BAn_International_Airport,,APP,120.4,9186.0,148.0,ASP,1.0,0.0,-9670803.2843,2396582.4854
41320,4763,MMVA,medium_airport,Carlos Rovirosa Pérez International Airport,17.9969997406006,-92.8173980712891,46.0,,MX,MX-TAB,Villahermosa,yes,MMVA,VSA,,,https://en.wikipedia.org/wiki/Carlos_Rovirosa_P%C3%A9rez_International_Airport,Villahermosa International Airport,VILLAHERMOSA APP,120.7,7218.0,148.0,ASP,1.0,0.0,-10332385.49,2037197.3727
41321,4764,MMVR,medium_airport,General Heriberto Jara International Airport,19.1459007263,-96.1873016357,90.0,,MX,MX-VER,Veracruz,yes,MMVR,VER,,http://www.asur.com.mx/asur/ingles/aeropuertos/veracruz/veracruz.asp,https://en.wikipedia.org/wiki/General_Heriberto_Jara_International_Airport,,VERACRUZ APP,120.4,4997.0,148.0,ASP,0.0,1.0,-10707521.4389,2172120.915
41322,4765,MMZC,medium_airport,Aeropuerto Internacional General Leobardo C. Ruiz,22.8971,-102.686996,7141.0,,MX,MX-ZAC,Zacatecas,yes,MMZC,ZCL,,http://www.oma.aero/es/aeropuertos/zacatecas/,https://en.wikipedia.org/wiki/General_Leobardo_C._Ruiz_International_Airport,Zacatecas International Airport,ZACATECAS TWR,118.0,9843.0,148.0,ASP,1.0,0.0,-11431064.1058,2619579.3574
41323,4766,MMZH,large_airport,Aeropuerto Internacional de Zihuatanejo,17.606187,-101.46389,26.0,,MX,MX-GRO,Ixtapa,yes,MMZH,ZIH,,,https://en.wikipedia.org/wiki/Ixtapa-Zihuatanejo_International_Airport,,ZIHUATANEJO APP,121.0,8202.0,197.0,ASP,1.0,0.0,-11294908.5687,1991504.4597
41324,4767,MMZM,small_airport,Zamora Airport,20.045,-102.276001,5141.0,,MX,MX-MIC,,no,MMZM,ZMM,ZAM,,,,INFO,122.8,4921.0,75.0,ASP,0.0,0.0,-11385312.3517,2278362.5574
41325,4768,MMZO,medium_airport,Aeropuerto Internacional Playa de Oro,19.1448,-104.558998,30.0,,MX,MX-COL,Manzanillo,yes,MMZO,ZLO,,http://manzanillo.aeropuertosgap.com.mx/index.php?lang=eng,https://en.wikipedia.org/wiki/Playa_de_Oro_International_Airport,Manzanillo Costalegre,MANZANILLO APP/TWR,118.7,7218.0,148.0,ASP,1.0,0.0,-11639454.4152,2171991.2087
41327,4770,MNBL,medium_airport,Bluefields Airport,11.991,-83.774101,20.0,,NI,NI-AS,Bluefileds,yes,MNBL,BEF,,,https://en.wikipedia.org/wiki/Bluefields_Airport,,TWR,118.5,6625.0,98.0,ASP,0.0,0.0,-9325690.265,1344684.1676
41328,316239,MNCE,small_airport,Costa Esmeralda Airport,11.427542,-86.033361,84.0,,NI,NI-RI,Tola,yes,MNCE,ECI,ECI,http://www.mukulresort.com/costa-esmeralda-airport.html,https://en.wikipedia.org/wiki/Costa_Esmeralda_Airport,,Sandino Approach,119.4,5003.0,98.0,Asphalt,1.0,0.0,-9577189.9378,1280627.005
41329,4774,MNMG,medium_airport,Augusto C. Sandino (Managua) International Airport,12.1415004730225,-86.1681976318359,194.0,,NI,NI-MN,Managua,yes,MNMG,MGA,,,https://en.wikipedia.org/wiki/Augusto_C._Sandino_International_Airport,,APP,119.4,8012.0,148.0,ASP,1.0,0.0,-9592199.883,1361816.3173
41330,4776,MNPC,medium_airport,Puerto Cabezas Airport,14.0472002029419,-83.3867034912109,52.0,,NI,NI-AN,Puerto Cabezas,yes,MNPC,PUZ,,,https://en.wikipedia.org/wiki/Puerto_Cabezas_Airport,,TWR,118.0,8130.0,167.0,ASP,0.0,0.0,-9282565.3715,1579632.2608
41335,22304,MOS,small_airport,Moses Point Airport,64.694116,-162.060699,14.0,,US,US-AK,Elim,no,,MOS,MOS,,https://en.wikipedia.org/wiki/Moses_Point_Airport,,,122.8,3000.0,60.0,GRVL,0.0,0.0,-18040514.4903,9528257.6878
41339,4786,MPBO,medium_airport,Bocas del Toro International Airport,9.34085,-82.250801,10.0,,PA,PA-1,Isla Colón,yes,MPBO,BOC,,,https://en.wikipedia.org/wiki/Bocas_del_Toro_%22Isla_Colón%22_International_Airport,Jose Ezequiel Hall,PANAMA CON,133.0,4921.0,85.0,ASP,0.0,0.0,-9156117.2847,1044455.6151
41340,4787,MPCE,medium_airport,Alonso Valderrama Airport,7.98784,-80.409837,33.0,,PA,PA-6,Chitré,yes,MPCE,CTD,,,https://en.wikipedia.org/wiki/Chitré_Alonso_Valderrama_Airport,,CHITRE RDO,124.3,4921.0,66.0,ASP,1.0,0.0,-8951182.1096,892096.8233
41341,4788,MPCH,medium_airport,Changuinola Captain Manuel Niño International Airport,9.458962,-82.515062,19.0,,PA,PA-1,Changuinola,yes,MPCH,CHX,,,https://en.wikipedia.org/wiki/Changuinola_%22Capit%C3%A1n_Manuel_Ni%C3%B1o%22_International_Airport,,GND,121.8,3609.0,82.0,ASP,1.0,0.0,-9185534.6846,1057782.7361
41342,4789,MPDA,medium_airport,Enrique Malek International Airport,8.391,-82.434998,89.0,,PA,PA-4,David,yes,MPDA,DAV,,,https://en.wikipedia.org/wiki/Enrique_Malek_International_Airport,,PANAMA CON,133.0,8530.0,148.0,ASP,1.0,0.0,-9176622.0009,937438.8587
41343,4790,MPEJ,medium_airport,Enrique Adolfo Jimenez Airport,9.35663986206055,-79.8674011230469,25.0,,PA,PA-3,Colón,yes,MPEJ,ONX,,,,,PANAMA APP,119.7,8858.0,148.0,CON,1.0,0.0,-8890798.424,1046236.995
41344,4791,MPMG,medium_airport,Marcos A. Gelabert International Airport,8.97334003448486,-79.5556030273438,31.0,,PA,PA-8,Albrook,yes,MPMG,PAC,,,,Balboa. Albrook AFS. MPLB,PANAMA CON,133.0,5906.0,98.0,ASP,1.0,0.0,-8856089.2187,1003016.4058
41345,31940,MPRH,small_airport,Scarlett Martinez International Airport,8.375880241394,-80.127899169922,105.0,,PA,PA-2,Río Hato,yes,MPSM,RIH,,,https://en.wikipedia.org/wiki/R%C3%ADo_Hato_Airport,"MPRH, Río Hato Army Air Base, Captain Scarlett Martinez",,118.2,4380.0,164.0,ASP,1.0,0.0,-8919796.9339,935737.555599999
41346,4792,MPSA,medium_airport,Ruben Cantu Airport,8.08559989929199,-80.9452972412109,272.0,,PA,PA-9,Santiago,no,MPSA,SYP,,,https://en.wikipedia.org/wiki/Ruben_Cantu_Airport,Santiago,SANTIAGO RDO,124.0,3937.0,82.0,ASP,0.0,0.0,-9010789.271,903087.3484
41347,4793,MPTO,large_airport,Tocumen International Airport,9.0713596344,-79.3834991455,135.0,,PA,PA-8,Tocumen,yes,MPTO,PTY,,,https://en.wikipedia.org/wiki/Tocumen_International_Airport,La Joya No 1,PANAMA CON,133.0,8800.0,200.0,ASP,1.0,0.0,-8836930.7022,1014064.5958
41348,4795,MRAO,medium_airport,Aerotortuguero Airport,10.42,-83.6095,92.0,,CR,CR-L,Roxana,yes,MRAO,TTQ,,,,,COCO RDO,126.8,3118.0,39.0,ASP,0.0,0.0,-9307366.9655,1166396.5541
41349,4796,MRBA,medium_airport,Buenos Aires Airport,9.163949,-83.330171,1214.0,,CR,CR-P,Punta Arenas,no,MRBA,BAI,,,https://en.wikipedia.org/wiki/Buenos_Aires_Airport_(Costa_Rica),,COCO RDO,126.8,3248.0,33.0,CON,0.0,0.0,-9276272.2034,1024503.4932
41350,4797,MRBC,medium_airport,Barra del Colorado Airport,10.7686996459961,-83.5856018066406,3.0,,CR,CR-L,Pococi,yes,MRBC,BCL,,,https://en.wikipedia.org/wiki/Barra_del_Colorado_Airport,,COCO RDO,126.8,3281.0,39.0,ASP,0.0,0.0,-9304706.6308,1205886.8573
41351,4798,MRCC,medium_airport,Coto 47 Airport,8.60155963897705,-82.9685974121094,26.0,,CR,CR-P,Corredores,yes,MRCC,OTR,,,,,COCO RDO,126.8,3281.0,66.0,ASP,1.0,0.0,-9236022.0157,961138.3554
41355,4804,MRGF,medium_airport,Golfito Airport,8.65400981903076,-83.1821975708008,49.0,,CR,CR-P,Golfito,yes,MRGF,GLF,,,,,COCO RDO,126.8,4593.0,66.0,ASP,0.0,0.0,-9259799.8767,967043.911699999
41356,4805,MRGP,medium_airport,Guapiles Airport,10.2172002792,-83.7969970703,883.0,,CR,CR-L,Pococi,no,MRGP,GPL,,,https://en.wikipedia.org/wiki/Gu%C3%A1piles_Airport,,COCO RDO,126.8,3609.0,30.0,CON,0.0,0.0,-9328239.0438,1143449.8616
41357,4806,MRLB,large_airport,Guanacaste Airport,10.5933,-85.544403,270.0,,CR,CR-G,Liberia,yes,MRLB,LIR,,,https://en.wikipedia.org/wiki/Daniel_Oduber_Quir%C3%B3s_International_Airport,"Daniel Oduber Quiros International, Liberia International",LIBERIA APP,119.8,9022.0,148.0,ASP,1.0,0.0,-9522759.3822,1186017.1942
41358,4807,MRLC,medium_airport,Los Chiles Airport,11.0353002548218,-84.7061004638672,131.0,,CR,CR-A,Los Chiles,no,MRLC,LSL,,,,,COCO RDO,126.8,4265.0,49.0,ASP,0.0,0.0,-9429439.9707,1236110.1975
41359,4808,MRLM,medium_airport,Limon International Airport,9.95796012878418,-83.0220031738281,7.0,,CR,CR-L,Puerto Limon,yes,MRLM,LIO,,,https://en.wikipedia.org/wiki/Lim%C3%B3n_International_Airport,,FIS,118.8,5906.0,98.0,ASP,1.0,0.0,-9241967.118,1114138.2304
41360,4809,MRNS,medium_airport,Nosara Airport,9.97649002075,-85.6529998779,33.0,,CR,CR-G,Nicoya,yes,MRNS,NOB,,,https://en.wikipedia.org/wiki/Nosara_Airport,,COCO RDO,126.8,3281.0,59.0,ASP,0.0,0.0,-9534848.3313,1116232.5787
41361,4810,MROC,medium_airport,Juan Santamaría International Airport,9.99386,-84.208801,3021.0,,CR,CR-A,San José (Alajuela),yes,MROC,SJO,,,https://en.wikipedia.org/wiki/Juan_Santamar%C3%ADa_International_Airport,,COCO CON,119.6,9882.0,151.0,ASP,1.0,0.0,-9374080.8476,1118195.9356
41363,4812,MRPM,medium_airport,Palmar Sur Airport,8.95103,-83.468597,49.0,,CR,CR-P,Palmar Sur,yes,MRPM,PMZ,,,https://en.wikipedia.org/wiki/Palmar_Sur_Airport,,COCO RDO,126.8,4593.0,60.0,ASP,0.0,0.0,-9291681.7153,1000502.1688
41364,4813,MRPV,medium_airport,Tobías Bolaños International Airport,9.95705,-84.139801,3287.0,,CR,CR-SJ,San Jose,yes,MRPV,SYQ,,,https://en.wikipedia.org/wiki/Tob%C3%ADas_Bola%C3%B1os_International_Airport,Aeropuerto Internacional Tobías Bolaños Palma,GND,121.7,5138.0,75.0,ASP,0.0,0.0,-9366399.8028,1114035.3658
41365,4814,MRQP,medium_airport,Quepos Managua Airport,9.44316,-84.129799,85.0,,CR,CR-P,Quepos,yes,MRQP,XQP,,,https://en.wikipedia.org/wiki/Quepos_Managua_Airport,,COCO RDO,126.8,3609.0,36.0,ASP,0.0,0.0,-9365286.3852,1055999.4597
41367,4816,MRSV,small_airport,San Vito de Java Airport,8.826971,-82.958922,3228.0,,CR,CR-P,Coto Brus,no,MRSV,TOO,,,https://en.wikipedia.org/wiki/San_Vito_de_Java_Airport,,COCO RDO,126.8,3215.0,36.0,ASP,0.0,0.0,-9234944.9538,986524.098299999
41368,4817,MRUP,medium_airport,Upala Airport,10.8922,-85.016197,184.0,,CR,CR-A,Upala,no,MRUP,UPL,,https://www.facebook.com/AerodromoUpala/,https://en.m.wikipedia.org/wiki/Upala_Airport,,COCO RDO,126.8,3536.0,59.0,ASP,0.0,0.0,-9463959.7592,1219884.1836
41369,4820,MSLP,large_airport,Monseñor Óscar Arnulfo Romero International Airport,13.4409,-89.055702,101.0,,SV,SV-PA,San Salvador (San Luis Talpa),yes,MSLP,SAL,,,https://en.wikipedia.org/wiki/Monse%C3%B1or_%C3%93scar_Arnulfo_Romero_International_Airport,,APP,119.9,10500.0,148.0,ASP,1.0,0.0,-9913635.3989,1510149.3568
41370,4821,MSSS,medium_airport,Ilopango International Airport,13.6995,-89.119904,2027.0,,SV,SV-SS,San Salvador,yes,MSSS,ILS,,,https://en.wikipedia.org/wiki/Ilopango_International_Airport,,APP,119.5,7349.0,148.0,ASP,1.0,0.0,-9920782.3328,1539763.3328
41373,4822,MTCA,medium_airport,Les Cayes Airport,18.2710990905762,-73.7882995605469,203.0,,HT,HT-SD,Les Cayes,yes,MTCA,CYA,,,https://en.wikipedia.org/wiki/Les_Cayes_Airport,,TWR,118.5,3220.0,80.0,ASP,0.0,0.0,-8214075.9336,2069304.7515
41374,4823,MTCH,medium_airport,Cap Haitien International Airport,19.726734,-72.199576,10.0,,HT,HT-ND,Cap Haitien,yes,MTCH,CAP,,,https://en.wikipedia.org/wiki/Cap-Ha%C3%AFtien_International_Airport,,TWR,118.7,8701.0,148.0,ASP,0.0,0.0,-8037220.0358,2240686.7607
41375,4824,MTJA,medium_airport,Jacmel Airport,18.2411003112793,-72.5185012817383,167.0,,HT,HT-SE,Jacmel,yes,MTJA,JAK,,,https://en.wikipedia.org/wiki/Jacmel_Airport,,TWR,118.5,3300.0,95.0,ASP,0.0,0.0,-8072722.6358,2065788.305
41376,4825,MTPP,large_airport,Toussaint Louverture International Airport,18.58,-72.292503,122.0,,HT,HT-OU,Port-au-Prince,yes,MTPP,PAP,,,https://en.wikipedia.org/wiki/Toussaint_Louverture_International_Airport,,APP,119.8,9974.0,141.0,ASP,1.0,0.0,-8047564.6221,2105549.5796
41378,4826,MUBA,medium_airport,Gustavo Rizo Airport,20.3652992248535,-74.5062026977539,26.0,,CU,CU-14,Baracoa,yes,MUBA,BCA,,,https://en.wikipedia.org/wiki/Gustavo_Rizo_Airport,,BARACOA RDO,340.7,6070.0,98.0,CON,0.0,0.0,-8293992.5453,2316356.2175
41379,4827,MUBR,small_airport,Las Brujas Airport,22.6213,-79.147202,13.0,,CU,CU-07,Cayo Santa Maria,no,MUBR,BWW,,,https://en.wikipedia.org/wiki/Las_Brujas_Airport_(Cuba),,INFO,130.1,5905.0,148.0,ASP,0.0,0.0,-8810626.2244,2586285.0708
41380,4828,MUBY,medium_airport,Carlos Manuel de Cespedes Airport,20.3964,-76.621399,203.0,,CU,CU-12,Bayamo,yes,MUBY,BYM,,,https://en.wikipedia.org/wiki/Carlos_Manuel_C%C3%A9spedes_Airport,,BAYAMO RDO,340.7,6887.0,148.0,ASP,0.0,0.0,-8529455.1205,2320049.5482
41381,4829,MUCA,medium_airport,Maximo Gomez Airport,22.027099609375,-78.7895965576172,335.0,,CU,CU-08,Ciego de Avila,yes,MUCA,AVI,,,https://en.wikipedia.org/wiki/M%C3%A1ximo_G%C3%B3mez_Airport,,CIEGO RDO,340.7,11588.0,148.0,ASP,1.0,0.0,-8770817.7686,2514779.1775
41382,4831,MUCC,medium_airport,Jardines Del Rey Airport,22.4610004425,-78.3283996582,13.0,,CU,CU-08,Cayo Coco,yes,MUCC,CCC,,,https://en.wikipedia.org/wiki/Jardines_del_Rey_Airport,Cayo Coco,RDO,340.7,9842.0,148.0,ASP,1.0,0.0,-8719477.5646,2566964.5998
41383,4832,MUCF,medium_airport,Jaime Gonzalez Airport,22.1499996185303,-80.4141998291016,102.0,,CU,CU-06,Cienfuegos,yes,MUCF,CFG,,,https://en.wikipedia.org/wiki/Jaime_Gonz%C3%A1lez_Airport,Las Villas Airport,CIENFUEGOS RDO,340.7,7874.0,148.0,ASP,1.0,0.0,-8951667.7775,2529544.0317
41384,4833,MUCL,medium_airport,Vilo Acuña International Airport,21.6165008545,-81.5459976196,10.0,,CU,CU-99,Cayo Largo del Sur,yes,MUCL,CYO,,,https://en.wikipedia.org/wiki/Vilo_Acu%C3%B1a_Airport,,CAYO LARGO RDO,340.7,9869.0,148.0,ASP,1.0,0.0,-9077658.9313,2465543.3868
41385,4834,MUCM,medium_airport,Ignacio Agramonte International Airport,21.4202995300293,-77.8475036621094,413.0,,CU,CU-09,Camaguey,yes,MUCM,CMW,,,https://en.wikipedia.org/wiki/Ignacio_Agramonte_International_Airport,,CAMAGUEY RDO,126.9,9842.0,148.0,ASP,1.0,0.0,-8665944.4672,2442065.9605
41386,4835,MUCU,medium_airport,Antonio Maceo International Airport,19.9698009490967,-75.8354034423828,249.0,,CU,CU-13,Santiago,yes,MUCU,SCU,,,https://en.wikipedia.org/wiki/Antonio_Maceo_Airport,,SANTIAGO RDO,126.9,13130.0,148.0,ASP,1.0,0.0,-8441958.4953,2269453.7778
41387,4837,MUGM,medium_airport,Leeward Point Field,19.9065,-75.2071,56.0,,CU,CU-14,Guantanamo Bay Naval Station,no,MUGM,NBW,,,https://en.wikipedia.org/wiki/Leeward_Point_Field,"Gitmo, Leeward Point Fld",ASOS,136.175,8000.0,200.0,ASP,1.0,0.0,-8372016.076,2261957.8517
41388,4838,MUGT,medium_airport,Mariana Grajales Airport,20.0853004455566,-75.1583023071289,56.0,,CU,CU-14,Guantánamo,yes,MUGT,GAO,,,https://en.wikipedia.org/wiki/Mariana_Grajales_Airport,Aerodromo los Caños,GUANTANAMO RDO,340.7,8025.0,148.0,ASP,1.0,0.0,-8366583.9417,2283138.6783
41389,4839,MUHA,large_airport,José Martí International Airport,22.989200592041,-82.4091033935547,210.0,,CU,CU-03,Havana,yes,MUHA,HAV,,,https://en.wikipedia.org/wiki/Jos%C3%A9_Mart%C3%AD_International_Airport,Habana,BOYEROS RDO NATL,126.9,13123.0,148.0,ASP,1.0,0.0,-9173739.4266,2630712.6841
41390,4840,MUHG,medium_airport,Frank Pais International Airport,20.7856006622314,-76.3151016235352,361.0,,CU,CU-11,Holguin,yes,MUHG,HOG,,,https://en.wikipedia.org/wiki/Frank_Pa%C3%ADs_Airport,,HOLGUIN RDO,126.9,10624.0,148.0,ASP,1.0,0.0,-8495358.2526,2366332.0414
41391,4841,MUKW,medium_airport,Kawama Airport,23.124001,-81.301598,16.0,,CU,CU-04,Santa Marta,no,MUKW,VRO,,,https://en.wikipedia.org/wiki/Kawama_Airport,Varadero,INFORMACION,130.1,4850.0,148.0,ASP,0.0,0.0,-9050452.49,2647021.3649
41392,4843,MULM,medium_airport,La Coloma Airport,22.3361,-83.641899,131.0,,CU,CU-01,Pinar del Rio,no,MULM,LCL,,,,,INFORMACION,125.0,6562.0,148.0,ASP,0.0,0.0,-9310973.6057,2551926.179
41393,4846,MUMO,medium_airport,Orestes Acosta Airport,20.6539001464844,-74.9222030639648,16.0,,CU,CU-11,Moa,no,MUMO,MOA,,,https://en.wikipedia.org/wiki/Orestes_Acosta_Airport,,MOA RDO,340.7,6102.0,98.0,ASP,0.0,0.0,-8340301.4942,2350657.4004
41394,4847,MUMZ,medium_airport,Sierra Maestra International Airport,20.288605,-77.087545,112.0,,CU,CU-12,Manzanillo,yes,MUMZ,MZO,,,https://en.wikipedia.org/wiki/Sierra_Maestra_Airport,,MANZANILLO RDO,340.7,7875.0,148.0,ASP,1.0,0.0,-8581346.2559,2307251.6749
41395,4849,MUNG,medium_airport,Rafael Cabrera Airport,21.8346996307373,-82.7837982177734,79.0,,CU,CU-99,Nueva Gerona,yes,MUNG,GER,,,https://en.wikipedia.org/wiki/Rafael_P%C3%A9rez_Airport,,GERONA RDO,340.7,8202.0,148.0,ASP,1.0,0.0,-9215450.2636,2491690.4824
41397,4851,MUPB,medium_airport,Playa Baracoa Airport,23.0328006744,-82.5793991089,102.0,,CU,CU-15,Havana,yes,MUPB,UPB,,,https://en.wikipedia.org/wiki/Playa_Baracoa_Airport,,TWR,128.8,7563.0,148.0,ASP,1.0,0.0,-9192696.6588,2635985.8065
41398,4854,MUSC,medium_airport,Abel Santamaria Airport,22.492201,-79.943604,338.0,,CU,CU-05,Santa Clara,yes,MUSC,SNU,,,https://en.wikipedia.org/wiki/Abel_Santa_Mar%C3%ADa_Airport,,SANTA CLARA TWR,118.1,9898.0,148.0,ASP,1.0,0.0,-8899281.2895,2570723.3616
41400,4856,MUSN,medium_airport,Siguanea Airport,21.6424999237061,-82.9551010131836,39.0,,CU,CU-99,Isla de la Juventud,no,MUSN,SZJ,,,,,INFO,118.3,5905.0,98.0,ASP,0.0,0.0,-9234519.6035,2468656.8165
41401,4858,MUTD,medium_airport,Alberto Delgado Airport,21.7882995605469,-79.997200012207,125.0,,CU,CU-07,Trinidad,yes,MUTD,TND,,,,,TRINIDAD RDO,340.7,5909.0,98.0,ASP,1.0,0.0,-8905247.5702,2486126.9649
41402,4859,MUVR,large_airport,Juan Gualberto Gomez International Airport,23.034401,-81.435303,210.0,,CU,CU-04,Matanzas,yes,MUVR,VRA,,,https://en.wikipedia.org/wiki/Juan_Gualberto_G%C3%B3mez_Airport,Varadero,VARADERO RDO,126.9,11490.0,148.0,ASP,1.0,0.0,-9065336.4626,2636179.3871
41403,4860,MUVT,medium_airport,Hermanos Ameijeiras Airport,20.9876003265381,-76.9357986450195,328.0,,CU,CU-10,Las Tunas,yes,MUVT,VTU,,,https://en.wikipedia.org/wiki/Hermanos_Ameijeiras_Airport,,TUNAS RDO,340.7,5971.0,148.0,ASP,0.0,0.0,-8564453.9289,2390400.1208
41404,4861,MWCB,medium_airport,Charles Kirkconnell International Airport,19.687,-79.882797,8.0,,KY,KY-CB,West End,yes,MWCB,CYB,,,https://en.wikipedia.org/wiki/Gerrard_Smith_International_Airport,,CAYMAN APP,120.2,6000.0,148.0,ASP,1.0,0.0,-8892512.2852,2235988.4102
41405,4862,MWCR,large_airport,Owen Roberts International Airport,19.292801,-81.357697,8.0,,KY,KY-GC,George Town,yes,MWCR,GCM,,,https://en.wikipedia.org/wiki/Owen_Roberts_International_Airport,"Grand Cayman, George Town",GRAND CAYMAN APP,120.2,7021.0,148.0,ASP,1.0,0.0,-9056697.4022,2189439.0037
41410,308318,KSP,small_airport,Kosipe Airport,-8.450716,147.209195,6350.0,OC,PG,PG-CPM,Kosipe Mission,no,AYOP,KSP,,,,Kosipi,,,1968.0,,,0.0,0.0,16387252.6275,-944158.861499999
41413,21179,KTB,seaplane_base,Thorne Bay Seaplane Base,55.6879997253,-132.537002563,0.0,,US,US-AK,Thorne Bay,no,KTB,KTB,KTB,,https://en.wikipedia.org/wiki/Thorne_Bay_Seaplane_Base,,,,5000.0,2000.0,WATER,0.0,0.0,-14753951.6366,7496554.2953
41414,24915,KTMK,small_airport,Tillamook Airport,45.4182014465,-123.814002991,36.0,,US,US-OR,Tillamook,no,KTMK,OTK,TMK,,https://en.wikipedia.org/wiki/Tillamook_Airport,S47,,,2910.0,75.0,ASPH-G,0.0,0.0,-13782911.766,5687600.7832
41415,313569,KUP,small_airport,Kupiano Airport,-10.0736,148.218,90.0,OC,PG,PG-CPM,Kupiano,no,,KUP,KPN,,,,,,3200.0,,,0.0,0.0,16499552.2864,-1127210.426
41416,302386,KUX,small_airport,Kuyol Airport,-5.37236111111,141.623888889,3290.0,OC,PG,PG-WPD,,no,AYUY,KUX,KYL,,,,,,1640.0,,,0.0,0.0,15765499.1953,-598926.7696
41420,21373,KWF,seaplane_base,Waterfall Seaplane Base,55.296299,-133.242996,,,US,US-AK,Waterfall,no,POKW,KWF,KWF,,https://en.wikipedia.org/wiki/Waterfall_Seaplane_Base,,,,10000.0,1000.0,WATER,0.0,0.0,-14832542.4665,7419585.3716
